20111114_180000,80.5633333333,81.2312371134
20111114_183000,80.4433333333,81.2288659794
20111115_103000,80.2788888889,81.2136082474
20111115_110000,80.2211111111,81.2058762887
20111115_113000,80.1966666667,81.2025773196
20111115_120000,80.2655555556,81.1957731959
20111115_123000,80.2355555556,81.183814433
20111115_130000,80.1633333333,81.1713402062
20111115_133000,80.0955555556,81.1625773196
20111115_140000,80.0555555556,81.1496907216
20111115_143000,80.0122222222,81.1362886598
20111115_150000,79.9877777778,81.1143298969
20111115_153000,79.8755555556,81.0862886598
20111115_160000,79.7911111111,81.0542268041
20111115_163000,79.6522222222,81.0224742268
20111115_170000,79.6055555556,80.9826804124
20111115_173000,79.6444444444,80.9501030928
20111115_180000,79.6522222222,80.9080412371
20111115_183000,79.7033333333,80.8679381443
20111116_103000,79.6666666667,80.8109278351
20111116_110000,79.7022222222,80.7618556701
20111116_113000,79.7577777778,80.7103092784
20111116_120000,79.83,80.6641237113
20111116_123000,79.93,80.6283505155
20111116_130000,79.9988888889,80.5864948454
20111116_133000,80.0722222222,80.55
20111116_140000,80.1455555556,80.5122680412
20111116_143000,80.0733333333,80.4683505155
20111116_150000,80.1611111111,80.4265979381
20111116_153000,80.1955555556,80.382371134
20111116_160000,80.2955555556,80.3435051546
20111116_163000,80.3322222222,80.2869072165
20111116_170000,80.3388888889,80.2336082474
20111116_173000,80.2988888889,80.1797938144
20111116_180000,80.2166666667,80.134742268
20111116_183000,80.0933333333,80.0883505155
20111117_103000,80.11,80.0677319588
20111117_110000,80.1088888889,80.0527835052
20111117_113000,80.0911111111,80.0396907216
20111117_120000,79.9888888889,80.0243298969
20111117_123000,79.8955555556,80.0193814433
20111117_130000,79.8155555556,80.0112371134
20111117_133000,79.7388888889,79.998556701
20111117_140000,79.5866666667,79.9778350515
20111117_143000,79.4822222222,79.9681443299
20111117_150000,79.3611111111,79.9605154639
20111117_153000,79.1911111111,79.9510309278
20111117_160000,79.0466666667,79.9493814433
20111117_163000,79.0822222222,79.9784536082
20111117_170000,79.0755555556,80.0007216495
20111117_173000,79.1711111111,80.0349484536
20111117_180000,79.3855555556,80.0579381443
20111117_183000,79.5966666667,80.0811340206
20111118_103000,79.6066666667,80.0917525773
20111118_110000,79.6388888889,80.0962886598
20111118_113000,79.7211111111,80.1048453608
20111118_120000,79.7722222222,80.1108247423
20111118_123000,79.6855555556,80.1187628866
20111118_130000,79.7244444444,80.1204123711
20111118_133000,79.6566666667,80.1222680412
20111118_140000,79.5055555556,80.1193814433
20111118_143000,79.41,80.1087628866
20111118_150000,79.4822222222,80.0921649485
20111118_153000,79.5633333333,80.0804123711
20111118_160000,79.6611111111,80.0790721649
20111118_163000,79.8055555556,80.0862886598
20111118_170000,79.96,80.0971134021
20111118_173000,80.0122222222,80.1027835052
20111118_180000,80.0555555556,80.1006185567
20111118_183000,80.0922222222,80.0924742268
20111121_103000,80.0433333333,80.0778350515
20111121_110000,79.9666666667,80.0702061856
20111121_113000,79.7544444444,80.0525773196
20111121_120000,79.5022222222,80.0351546392
20111121_123000,79.1544444444,80.0010309278
20111121_130000,78.8155555556,79.9754639175
20111121_133000,78.5022222222,79.9492783505
20111121_140000,78.1911111111,79.9186597938
20111121_143000,77.9,79.8837113402
20111121_150000,77.6977777778,79.8502061856
20111121_153000,77.4944444444,79.8108247423
20111121_160000,77.3866666667,79.7731958763
20111121_163000,77.3022222222,79.7229896907
20111121_170000,77.3044444444,79.6702061856
20111121_173000,77.2855555556,79.6201030928
20111121_180000,77.2155555556,79.5693814433
20111121_183000,77.0344444444,79.507628866
